📋 Showing application logs...
[33mapi-gateway-1           | 2025/11/06 13:06:37 [info] 31#31: *3 client 172.18.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-11-06T13:11:54.947+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDI0NDAsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NjI0MTQ4OTAsImV4cCI6MTc2MjUwMTI5MH0.-tz21lnk8SI7hFNP4BNsCGWA9oj9V2Ru_PScrKQ4oCY"}" event="TokenVerificationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:54.949+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" event="AuthenticationSuccess" userId="1762414602440" email="bob@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:54.949+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" event="PaymentProcessingAttempt" userId="1762414602440" email="bob@paypal.com" amount="75.25" recipient="utilities@company.com"
payment-service-1       | timestamp="2025-11-06T13:11:54.950+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" event="PaymentProcessingSuccess" paymentId="1762414914949" userId="1762414602440" amount="75.25"
[33mapi-gateway-1           | 2025/11/06 13:11:54 [info] 31#31: *91 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:54.955+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="150" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $75.25 to utilities@company.com was successful."}" event="NotificationReceived" userId="1762414602440" email="bob@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:54.955+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="150" content="{"userId":1762414602440,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $75.25 to utilities@company.com was successful."}" event="NotificationStored" notificationId="edfb3ca4-51e2-4e73-99a1-e3a682c3040f" userId="1762414602440"
payment-service-1       | timestamp="2025-11-06T13:11:56.982+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:56.986+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDM2NzMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzYyNDE0ODkyLCJleHAiOjE3NjI1MDEyOTJ9.G1tHZLz--9W6luoZfRXkUpBP9Bx8ljf8hiEHdUJe7oM"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:56.987+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDM2NzMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzYyNDE0ODkyLCJleHAiOjE3NjI1MDEyOTJ9.G1tHZLz--9W6luoZfRXkUpBP9Bx8ljf8hiEHdUJe7oM"}" event="TokenVerificationSuccess" userId="1762414603673" email="charlie@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:56.989+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="AuthenticationSuccess" userId="1762414603673" email="charlie@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:56.990+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="PaymentProcessingAttempt" userId="1762414603673" email="charlie@paypal.com" amount="50" recipient="john@example.com"
payment-service-1       | timestamp="2025-11-06T13:11:56.991+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="78" content="{"amount":50,"recipient":"john@example.com","description":"Coffee payment"}" event="PaymentProcessingSuccess" paymentId="1762414916990" userId="1762414603673" amount="50"
[33mapi-gateway-1           | 2025/11/06 13:11:56 [info] 31#31: *93 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:56.995+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="146" content="{"userId":1762414603673,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $50 to john@example.com was successful."}" event="NotificationReceived" userId="1762414603673" email="charlie@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:56.995+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="146" content="{"userId":1762414603673,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $50 to john@example.com was successful."}" event="NotificationStored" notificationId="e72dd300-51e3-465b-bc6c-b925d5efb1af" userId="1762414603673"
payment-service-1       | timestamp="2025-11-06T13:11:59.028+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="AuthenticationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:59.034+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDM2NzMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzYyNDE0ODkyLCJleHAiOjE3NjI1MDEyOTJ9.G1tHZLz--9W6luoZfRXkUpBP9Bx8ljf8hiEHdUJe7oM"}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-11-06T13:11:59.035+05:30" Method="POST" URL="/verify" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" length="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NjI0MTQ2MDM2NzMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzYyNDE0ODkyLCJleHAiOjE3NjI1MDEyOTJ9.G1tHZLz--9W6luoZfRXkUpBP9Bx8ljf8hiEHdUJe7oM"}" event="TokenVerificationSuccess" userId="1762414603673" email="charlie@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:59.037+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="AuthenticationSuccess" userId="1762414603673" email="charlie@paypal.com"
payment-service-1       | timestamp="2025-11-06T13:11:59.038+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="PaymentProcessingAttempt" userId="1762414603673" email="charlie@paypal.com" amount="150.75" recipient="sarah@store.com"
payment-service-1       | timestamp="2025-11-06T13:11:59.040+05:30" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" length="79" content="{"amount":150.75,"recipient":"sarah@store.com","description":"Online shopping"}" event="PaymentProcessingSuccess" paymentId="1762414919038" userId="1762414603673" amount="150.75"
[33mapi-gateway-1           | 2025/11/06 13:11:59 [info] 31#31: *95 client 172.18.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-11-06T13:11:59.044+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="149" content="{"userId":1762414603673,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $150.75 to sarah@store.com was successful."}" event="NotificationReceived" userId="1762414603673" email="charlie@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-11-06T13:11:59.044+05:30" Method="POST" URL="/send" User-Agent="axios/1.13.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" length="149" content="{"userId":1762414603673,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $150.75 to sarah@store.com was successful."}" event="NotificationStored" notificationId="1c2498ea-b12f-4338-af88-c8e7223c0088" userId="1762414603673"
